,tweet,attitude
1014,"#SouthernLineCT 
T0422 departed Wynberg station en-route Cape Town station . 
#WearAMask",1
1015,Govt of Tamil Nadu has reconstituted the field support team- comprising senior IAS officers supported by district r… https://t.co/wE3VWTD2pS,1
1016,@BAOntario #COVID19 safety measures remain in place. #Funerals in #Ontario are still restricted to 15% capacity of… https://t.co/IgBHtwaGtK,1
1017,"#Leralla
Train to Leralla departed from Isando.
Next stopping station is Rhodesfield 🚉
#NoTrainSurfing
#WearAMask",1
1018,"If this doesn't make you feel a little softer, inside.... Then you need to keep looking at this sweetness!  
Have t… https://t.co/CzQVUHtBSx",1
1019,@neiltyson @atom_gardiner Why are some states so ass backwards? #WearAMask,1
1020,"Stay safe. Stay well. Wear a mask. Wash your hands 🙌 

#staysafe #WearAMask https://t.co/hNCSwGg23b",1
1021,"It’s Thursday. You know what that means!

It means you must #WearAMask",1
1022,"1st #CovidVaccine ☑️ hurts so bad, I feel like I got hit with a metal baseball bat 😂 #WearAMask  #WashYourHands  #COVID19",1
1023,"#Covid19 Updates 08/04/21 

Dadar Mahim hit TONs Dharavi 1 short

Free testing camps set up for residents (Details… https://t.co/FHKJHAp4Oi",1
1024,"Good morning @MeidasTouch #MeidasMighty and all you beautiful people! 

Shot number 2 complete! Easy! Painless!… https://t.co/YodL26GEjF",1
1025,"A question for regular Melb PT users. 
How many people do you see who are routinely not wearing masks? Is anyone ge… https://t.co/DWEVhLOB1i",1
1026,"My dear PK Cults and Followers 

Repu theatres ki velletappudu jagrathaga drive cheyyandi , masks pettukondi and sa… https://t.co/frhvpctj5S",1
1027,"Deaths from COVID are just numbers, Until they become names of people you know or the names of people you love.

#StaySafe 
#WearAMask",1
1028,"It's a #boy! #design #facemask on @3dRoseLLC and @amazon!
https://t.co/ZCGjr3tgCh
Sold 32! Thank you for the… https://t.co/XksVk9ow7l",1
1029,"#Leralla
Train to Leralla departed from Elandsfontein.
Next stopping station is Isando 🚉
#NoTrainSurfing
#WearAMask",1
1030,Avoid contamination. Always wash your hands before you touch your mask. Stay safe and #WearAMask. https://t.co/vceK7jKQeO,1
1031,"The number of new daily #COVID19 cases has been increasing for 3 weeks.

As of April 5, over half of U.S. states an… https://t.co/tdqle7CHVF",1
1032,Helpful tips on #COVID19 #vaccine  #WearAMask https://t.co/OcMgGnfluI,1
1033,"Got my first dose of #COVID19 vaccine today.

#vaccination is not the silver bullet, but a tool to fight the #virus… https://t.co/KDCbUPwl3d",1
1034,It official. #Madonna in true form has revolutionized the #COVID19 meme game. #GetVaccinated #WearAMask https://t.co/6Hx36vqFkG,1
1035,"Lauren Boebert, Marjorie Taylor Greene, Donald Trump, Tucker Carlson, Tommy Tuberville, Tom Cotton, Josh Hawley, Mi… https://t.co/3fDQlHsyQL",1
1036,"#SouthernLineCT 
T0422 departed Retreat station at 15:00 en-route to Cape Town 
#WearAMask",1
1037,Not out of the woods yet. #COVIDVaccination #WearAMask https://t.co/g68lUGdIpR,1
1038,Happy Thursday all! #StaySafe #StayHealthy #WearAMask https://t.co/c7KHKQLBDb,1
1039,"My dear PK Cults and Followers 

Repu theatres ki velletappudu jagrathaga drive cheyyandi , masks pettukondi and sa… https://t.co/lMuM9O7MNu",1
1040,So many exciting things happening at the beautiful Sandrell Rivers Theater🤩 Visit our website or give us a call to… https://t.co/FMXySiWxvb,1
1041,"Aftr workin in #coronavirus isolation units n treatin #covid patients wit mod 2 sev diseases, n seein pts in my cli… https://t.co/Csxzr2vlzi",1
1042,"#SouthernLineCT #ShuttleService #LineUpdate

T0228 departed False Bay station en-route to Retreat station.… https://t.co/1GsimRXekM",1
1043,Not sure at it is such a big deal. They asked my name and DOB and that is it. I’m thrilled to not have to carry the… https://t.co/OKM9mUpX2M,1
1044,"Help reduce the spike in Covid-19 infections, follow the safety and health advice to protect ourselves, family and… https://t.co/NdIhqtHvK0",1
1045,"#SouthernLineCT #ShuttleService #LineUpdate

T0229 departed False Bay station en-route to Fish Hoek station.… https://t.co/E0McZuNIVI",1
1046,Good Morning To All On This 54 Degrees Sunny Up To 60 Later Thursday.Have A Great Day! Stay Positive &amp; Keep Smiling… https://t.co/xdvV6yZlcm,1
1047,"Treat your friends to a new mask, made in Drumcondra! An ideal gift during #lockdown Enjoy 20% off with the code SU… https://t.co/KJMO4cdX9t",1
1048,@SurabhiUpadhyay @CNBCTV18Live It's good. I order from #Amazon Fresh all the time and their delivery guys always we… https://t.co/qhvk4oOv2A,1
1049,"NEW THIS AM IN NYT: Illinois, Michigan and Minnesota have reported significant increases in cases and hospitalizati… https://t.co/oJNhjXOlDS",1
1050,@UpBeatSkeletor For months I’d almost get into fights in stores with maskless or wear under nose. And people hoveri… https://t.co/gQv8PdBWiE,1
1051,"@WCCO I had it twice, February &amp; July.
That horse left the barn &amp; won 2 races.
I still #WearAMask but I have no wor… https://t.co/nrPjeZzFR5",1
1052,My wife’s an infectious disease doc. We’re in a race between achieving herd immunity through mass vaccination and t… https://t.co/tW9w5v04CA,1
1053,"Wear a mask. 
Thanks @kinuski.kk for the mask and photo
⁣
.⁣
.⁣
.⁣
.⁣
.⁣
#maskoff #facemaskselfie #mask #covidmask… https://t.co/px7HAKuV35",1
1054,Your words....not mine! #WearAMask #comedy 😉😉😉😉🤣🤣🤣❤️♿️🏳️‍⚧️✊🏿🦄🌈💋@lightningcomedy @aciquestion @B1KER42… https://t.co/a9tHHABVZr,1
1055,"Most responsible of the ruling party President to observe #covidappropriatebehaviour, #WearAMask, ensure… https://t.co/VZ8f5WmJMY",1
1056,"@chiefmacsween @puppyluv09 @YRP @KerrysPlace @YRPAca Rose Webster @GetMyGist here.

Why #WearAMask ?

🔝… https://t.co/Nd7R4Nclxy",1
1057,"Buses la no standing allowed, All restaurant, shops, theatres 50% cap... but no restriction on TASMAC?? Wat sort of… https://t.co/8RooYgafdR",1
1058,"Many Utah GOP-LDS statements read:
“It is so because I say it is so.”
#utpol #COVID19 #WearAMask",1
1059,"@ipskabra 🥺😱must wear mask 🤗😁

#WearAMask 
#FollowPhysicalDistancing
#WashYourHands",1
1060,"#SouthernLineCT 
T0420 departed Retreat station at 14:40 en-route to Cape Town 
#WearAMask",1
1061,@pixieskygoddess I’m fine with wearing one. I’m fully vaccinated. When the booster shot comes out in November for t… https://t.co/lpKa3GDroj,1
1062,#Covid19 cases may be extraordinarily high due to non-reporting by many states over the Easter weekend. New cases a… https://t.co/FTbuKp1Ibz,1
1063,"This is today and it is free. 
#covid19 #Vaccinate #WearAMask https://t.co/XedX0yHsY9",1
1064,@bro_eyed @matthewjdowd @MyPowertalk And now look at us. We faced the challenge as difficult as it’s been and we’re… https://t.co/DVmMHnVZgv,1
1065,"As #COVID19 vaccines are rolling out &amp; immunity is building, it is important to continue to

1⃣ #WearAMask  
2⃣… https://t.co/KLMAqPjqZf",1
1066,"@A0071223 @fordnation Rose Webster @GetMyGist here.

No, it won't.

You MUST #WearAMask to hide your Bell's palsy a… https://t.co/7jF5munwxL",1
1067,We are all in this together. So please wear a facial covering while riding on PATCO to protect you and your fellow… https://t.co/zGQJIr6AXE,1
1068,"Wear MAsk Be safe save live🤎
#NewProfliePic #WearAMask #CoronavirusPandemic https://t.co/jETFrThJcC",1
1069,"PLEASE SHARE 

VIGIL BEING HELD IN

#Vancouver #BritishColumbia 
 #Winnipeg #Manitoba 
 #Halifax #NovaScotia… https://t.co/ppTX703hOV",1
1070,This is quite fabulous and really does easily explain how the Covid vaccine works. #forkHands #CovidVaccines… https://t.co/tXjriyWZo5,1
1071,"Wait, it's only #Thursday?? #MaskUp #WearAMask #COVID19 https://t.co/n2FxZizcX1",1
1072,"Stay safe with #Heiq #viroblock coated #Viroarmour masks that is efficient to destroy 95% of viruses. 

#mask… https://t.co/7vnNefb9nI",1
1073,The weekend is just around the corner! Stay safe whenever you step out with #LivinguardTechnology that is scientifi… https://t.co/uWaFR4scwZ,1
1074,"If you live in these area code areas, you have vaccine priority!!  #staysafe #stayhealthy #wearamask😷… https://t.co/YluMKpOKv2",1
1075,"#LargestVaccineDrive #Unite2FightCorona

Why should you #WearAMask even after #vaccination❓❓

Here's the answer👇… https://t.co/D3o5uHCwBK",1
1076,Really proud to be supporting @ExcludedUK with our official ExcludedUK facelet available now for pre-order! Each of… https://t.co/hsa00sl3N9,1
1077,Social Distancing Re-usable Face Covering - Clear/Transparent - Only £8.00 each ex VAT - This face covering is comp… https://t.co/VHOM5MArGD,1
1078,"You’re kidding?
Let’s see what happens at unmasked baseball games and indoor basketball arenas.
#COVID19 
#WearAMask https://t.co/Jx9UAMrr5G",1
1079,"Happy Thursday, Dear Friends!🥰❤

Be Sure To Practice Safe Social Distancing &amp; #WearAMask!❤

A Shoutout To Frontline… https://t.co/8Kgj8Rwl1v",1
1080,"😷 Mask Up to Keep It Up! 🍆

#COVID19 increases the risk of developing erectile dysfunction (ED) by nearly 6x.

⚡️… https://t.co/Y5OKrvq9jn",1
1081,"@SHM_Colorado @DemNevada I'm so sorry. I hope she recovers quickly and completely.

#WearAMask",1
1082,Mommy just got her jab! Nice... Nice man! Thanks Joe @POTUS @CDCgov 💉❤️🧡🤗 Such a mental relief... gotta protect our… https://t.co/hYmrOvDPQt,1
1083,"&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;#BREAKING&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;

#Bangladesh confirms #coronavirus  deaths surge by a record full-day count of 74 to… https://t.co/Tb1DKexp3N",1
1084,"Helm of Awe face mask, light #reflective mask, #Aegishjalmur #pagan #Vikings #norse symbol #black cotton face #mask… https://t.co/iX44D46ADj",1
1085,"Check out our great deal on surgical masks on our website shop or contact us at info@redsafety.ie
#stayhome… https://t.co/3HA548CiP6",1
1086,"Dunno why people are so anti mask, I love wearing a mask, it means I can sing along to songs, without looking like… https://t.co/TTQBm7cVpz",1
1087,@prioritypasscom G' day Leah. Thanks for being there. Good Thursday. Good luck today! Take care and stay safe!!… https://t.co/jqwOLrqx6K,1
1088,"More virulent stain now dominant in US, exactly as predicted by medical experts. We were warned. Cases and hospital… https://t.co/TNbqh2dWKx",1
1089,"Reminded me of lazy NY brunches in before-time...

@NYTimesWordplay @NYTimesGames
@kevinedavis @beesolved… https://t.co/BtqYo0ZQNU",1
1090,"Thankyou is very small word for all the selfless service you all do, to protect us &amp; save us from any health issues… https://t.co/XSXUMaPjE4",1
1091,"#YesIAmA  a mask wearer

#WearAMask",1
1092,"Help reduce the spike in Covid-19 infections, follow the safety and health advice to protect ourselves, family and… https://t.co/3qp4VvRvZH",1
1093,@varindersingh24 Fully Pfizer vaccinated and STILL #WearAMask,1
1094,"Day 78 of 100. Remember to #MaskUp!

#ChampBiden #MajorAndChamp #Champ #Major #DOTUS #WhiteHouseDogs… https://t.co/esuQK84w9b",1
1095,"@KomalaDila1 67. 

I went to the local garden center.

If you guys are measuring in years, you need to get out more… https://t.co/O4jT8cVr8q",1
1096,"Yesss and Aaamen 🙌🏾
#ThursdayMorning
#ThursdayMood
#ThursdayMotivation
#ThursdayVibes
#ThursdayThoughts… https://t.co/nX3MVJFKBD",1
1097,"Go Forth 💃🏾
#ThursdayMorning
#ThursdayMood
#ThursdayMotivation
#ThursdayVibes
#ThursdayThoughts
#ThursdayTips… https://t.co/QW3eNOZhoM",1
1098,"There is an alarming situation in India, and we are witnessing 1 Lakh covid positive cases in a day, wear a mask to… https://t.co/W4VYLNGh6n",1
1099,"Instant #ThursdayMotivations
#WearAMask and be:
Thorough
Helpful
Unique
Resolute
Steady
Driven
Activated
Yearning… https://t.co/qBsS9oZB5a",1
1100,"Truth 🎈
#ThursdayMorning
#ThursdayMood
#ThursdayMotivation
#ThursdayVibes
#ThursdayThoughts
#ThursdayTips… https://t.co/n1N4NVwf2u",1
1101,"Good Morning!! Drink good coffee. Be safe &amp; have a joyful day!!
#coffeetime #lifetips #WearAMask 😷 https://t.co/mzEFlAFIkY",1
1102,@davenewworld_2 Love her rag tag threads!  She just needs to wear them on her face. #Fashion #Deplorable #WearAMask,1
1103,"Aaamen 🙌🏾
#ThursdayMorning
#ThursdayMood
#ThursdayMotivation
#ThursdayVibes
#ThursdayThoughts
#ThursdayTips… https://t.co/0btptlq0W3",1
1104,"#SouthernLineCT #ShuttleService #LineUpdate

T0236 departed False Bay station en-route to Retreat station.… https://t.co/iRGWsyDtuF",1
1105,@pixieskygoddess Fine. I also wear seatbelt and bike helmet. I floss. I do what I need to to stay healthy.  Added b… https://t.co/JBjT4AJD4Q,1
1106,Checkout the #COVID19 vaccine pop-up sites over the next three days offering the single-dose J&amp;J vaccine for FREE t… https://t.co/XTqu1PYPIK,1
1107,"#TamilNadu government issued guidelines for the restrictions imposed.
#TNLockdown #WearAMask #COVID19India… https://t.co/LrDC4n1Lw8",1
1108,"Now 555,000+ #deaths in the #UnitedStates due to the #Covid19 #pandemic. 

400,000 #Americans died during the previ… https://t.co/Z954hh5CbH",1
1109,"#SouthernLineCT #ShuttleService #LineUpdate

T0227 departed False Bay station en-route to Fish Hoek station.… https://t.co/aTCkvOvIm1",1
1110,"Can you spot the elephant on our #masksrus Animal Soup mask😷? 🐒🐛🐢🐏🦊

FUN FACT: 

Did you know that elephants are th… https://t.co/WqQO8YKkPV",1
1111,"Continental has brought mask manufacturing to Winnipeg! We make 3-ply single use industrial, surgical and procedura… https://t.co/KNL2Q5B0uJ",1
1112,"good morning  ☀️🌤️

98th day of the year
267 days left in 2021

#StayHome 
#FlattenTheCurve 
#WearAMask… https://t.co/QYj0fwPCLg",1
1113,"Its Thursday&amp; #NationalEmpanadaDay
YUMMY Colombian empanada I will enjoy.😋 (emoji needed)
#NationalZooLoversDay Doe… https://t.co/kWa49H8oIY",1
1114,"@The7Line #LGM 
To those lucky enough to be @CitiField today Say THANK YOU &amp; BE RESPECTFUL to all the vendors &amp; ush… https://t.co/mGUET4tTIp",1
1115,"Throwback Thursday at SOMCI will be a Day 4 schedule. Ah, yes, the good old days when people could go to the cafe.… https://t.co/oW1OmdFk8r",1
1116,"#WestBengalElections2021 
OUT OF 100 ON AN AVERAGE ONLY ONE COULD BE FOUND WEARING MASK IN PUBLIC MEETINGS, ROADSHOWS
#WearAMask #PLEASE",1
1117,@Peter__Leonard DUP are everywhere #wearamask,1
1118,"#wearamask This isn't over yet and none of us want this. ""34% of COVID survivors suffer neurological or mental diso… https://t.co/BNT1HGiGNC",1
1119,"Good Morning Peeps🙋‍♂️
Top of the morning to you!
#StayHome 
#WearAMask if must go out for essentials. 
And that do… https://t.co/YHyyMhFeSa",1
1120,Can’t beat the Irish humour #WearAMask https://t.co/OfuanQNf9r,1
1121,Hello kitty cat! Excited to share this item from my #etsy shop: Washbag with waterproof lining - Cats theme… https://t.co/3P6vWsM1VT,1
1122,"Rang up a private hospital in #Kolkata to check the vaccine status. 
Was told #Covaxin isn’t available. Only… https://t.co/q83Kdmj0fo",1
1123,"A gut-wrenching reminder of the #COVID19 vigilance we need to maintain, and why, and for whom. For so many. Includi… https://t.co/TQXeDQi710",1
1124,"#WEARAMASK 

#WVU Spring Game: 17 days

#WVU vs #Maryland to begin the 2021 season: 149 days

#WVU vs #VirginiaTech… https://t.co/enXjp1H6zc",1
1125,#ThrowbackThursday to the 1918-19 #SpanishFlu #pandemic when people refusing to #WearAMask were rightly branded as… https://t.co/0VnG0vkelD,1
1126,@officialEli___ @Brendelbored @KEEMSTAR that the mother of the kids was in the car? and there was NO kidnapping?… https://t.co/qiI6Vb3mjz,1
1127,"Hehe. Just ""borrowed"" from reply to a tweet in my tl. #WearAMask https://t.co/fWKbjYrbPe",1
1128,"This Alex Jones' video is as real as the microchip I got with my #covidvaccine 

Screaming at the driver without we… https://t.co/tzhlI88vKA",1
1129,Anyone else concerned about the amount of waste being generated because of COVID? 😷Reusable please ✌🏼#WearAMask,1
1130,@TevinMcCoy 🤷🏽‍♀️ I told you guys that it’s different! #theydontknow #yougonelearntoday #WearAMask,1
1131,"@letterjequals10 @JordanUhl as real as the micro chip I got with my #COVID19 shot

 #TraitorsSupportTraitorTrump… https://t.co/TmtzSB3Bhy",1
1132,"@Brendelbored @KEEMSTAR Alex Jones is screaming at the driver while not wearing a mask, Alex Jones and his team are… https://t.co/C0YsOACglz",1
1133,"Congratulations, @BenjaminaKaric for being elected as the new mayor of Sarajevo! 
She's only second ever elected fe… https://t.co/0dDs7JegRs",1
1134,Three weeks after vaccination my brother-in-law got ill #COVID19.They are talking big about benefits of… https://t.co/NUMmdOs09U,1
1135,"Brethren pray 🙏🏾🙏🏾🙏🏾
#TheGoodBook
#ThursdayMorning
#ThursdayMood
#ThursdayMotivation
#ThursdayVibes… https://t.co/lXiwlwB0ok",1
1136,"@ajboyer @KEEMSTAR Screaming at the driver without wearing a mask, Alex Jones and his team are Super #COVID19  Spre… https://t.co/v9odpV1eef",1
1137,"𝐖𝐞𝐚𝐫 𝐚 𝐌𝐚𝐬𝐤 𝐒𝐥𝐨𝐰 𝐭𝐡𝐞 𝐒𝐩𝐫𝐞𝐚𝐝!!

#wearamask #awarenessraising  #wearyourmask #meeting #campaign2021 #rccimembers  #Apkaapnachamber  #rcci",1
1138,We advise everyone to follow all the guidelines of HPA and wear face masks and carry your own prayer mats when goin… https://t.co/DsrRTlauWM,1
1139,I may have added more stones to my mask. Oh well. #Instagay #PhillyGay #WorkingDung #WorkReady #wearamask… https://t.co/VQnUPiFJfe,1
1140,@FordNation needs strict COVID-19 quarantine measures for domestic travelers to prevent the spread of P.1 variant f… https://t.co/rZQUgzDy14,1
1141,"The real numbers are being fudged and shown to public. 
As the govt doesn’t care, people need to do what is right f… https://t.co/uJHI8VymTj",1
1142,"@pixieskygoddess Not a problem whatsoever. 
It will become a normal part of life when stepping out into the public.… https://t.co/FuPj4WQzEt",1
1143,#WearAMask 😷 Wash your hands. Social distance. For you. For others. It ain't over 'til it's over... https://t.co/it0aUquppN,1
1144,@rynkowski_david @RepStefanik @EliseStefanik @KristaSparks95 @MichelleTolosky @Degrasse81 @kc_leavitt @BrianMannADK… https://t.co/7VvKd5qEXt,1
1145,"Morning MeeMaw Nag™️:

Here’s your Thursday moment of zen. ❤️

#washyourhands #wearamask #loveyou https://t.co/cAliOJPxIl",1
1146,The ultimate showdown has arrived. #GodzillaVsKong 3D is now playing on the #largestscreen in the Country here… https://t.co/IUf4N89PWs,1
1147,Much-needed mythbusting around COVID-19 in the UK #WearAMask #COVIDIOTS https://t.co/U30Ddy1POD,1
1148,"Looking through my FB memories, the last 5 years, I’ve gotten horrible colds every spring. Haven’t had one since 20… https://t.co/XXQH8VVTwr",1
1149,"🙋‍♀️your voice matters. Make it heard. 
#COVID19Pandemic is NOT over PLEASE #GetVaccinated #SaveLives… https://t.co/J7wVQrqu3x",1
1150,The warning is not to have a deranged Covid-denying President like Bolsanaro or Trump. Either countries get in real… https://t.co/kBkfTynJwH,1
1151,https://t.co/DYUqYP6uUu @Tourism_Update looked at how we can go about #reigniting #tourism in its recent feature.… https://t.co/Gvz6kiZnvi,1
1152,"what about P1 ? they’ve been saying for months about b117 becoming the dominant strain, but P1 is going to be a muc… https://t.co/KM3VSgI4TZ",1
1153,"@DrVaishnavi14 at times, I sleep alone on my bad in my room, and I #WearAMask -Hope this helps!

I will be happy to… https://t.co/xpwnXnHbRg",1
1154,https://t.co/G5yPaztp8M  debat  : Vaccination et covid-19   #WearAMask  #staysafe  doctor for #vaccine  for apr 9th… https://t.co/Csol0woQyd,1
1155,There are idiots around me working out wearing masks under their noses. Please send me patience. #WearAMask https://t.co/PkZFR9IwfV,1
1156,Looks like the lateral flow testing kit doesn't get confused if you accidentally fish out a tonsils stone.😅  Cool t… https://t.co/u17kjzvHaN,1
1157,"All you can do is 
#SocialDistancing #WearAMask #WashYourHand
#StayAlertNepal https://t.co/Ds9Zl5jDX0",1
1158,"Remember to smile with your eyes when you wear a mask, cause we can see through it! 

No mask on your face,you big… https://t.co/FYXeBKCxwz",1
1159,"My facility has hung a COVID piñata. Poor taste, or Pokémon tribute? You be the judge! #WearAMask #WashYourHands https://t.co/Jb9ALDns1R",1
1160,"Good morning, #Billerica! I’ve got you covered. #WearAMask to protect those you ❤️. I’m vaccinated and I do this fo… https://t.co/WKuKNrqcYq",1
1161,"After getting the #COVID19 vaccine jab, you are advised to continued adhering to the stipulated preventive measures… https://t.co/0RL8F8vxiY",1
1162,#ThursdayMotivation #themasters #WearAMask Enjoy your day!  🌞😎✌,1
1163,"Yess!
#WearAMask https://t.co/4dbpiKn9dm https://t.co/htmog4ZgcS",1
1164,"Talking to a friend yesterday...

'We are at the 5 yard line with #COVID19 ...we can't stop now""

#GetVaccinated… https://t.co/LutvaZOd3A",1
1165,"While my domestic help works at home, all of us wear masks, For her safety and ours too! 
#WearAMask #StaySafe… https://t.co/QIsmOAuAU0",1
1166,"#Unite2FightCorona

#COVID19 | Do not pull down your #mask to speak ❌

Always #WearAMask, especially  while speakin… https://t.co/9xcRtt9El4",1
1167,Today Choutuppal Police Station #Patro_mobile_1 officers Conducted program Regarding #corona_awareness #wearamask a… https://t.co/rCLRKDsrqc,1
1168,I request to all please #WearAMask https://t.co/RuwI9pKE1Q,1
1169,"@IngrahamAngle #Georgia will be free to catch #COVID19 again!
I guess the last year &amp; 550K+Americans🇺🇸DEAD‼️
Didn't… https://t.co/dDkoo03qql",1
1170,"The entire province of Ontario, shut down for at least a month. B117 variant is surging in U.S., too. #WearAMask https://t.co/ev4naTNVil",1
1171,"#COVID19 | Do not pull down your #mask to speak ❌

Always #WearAMask, especially  while speaking ✅… https://t.co/XyCP1LoNT6",1
1172,Day 4 : Grateful for the ability to quarantine at home . Views from my house . Not a soul within shouting distance… https://t.co/TL29baCIGW,1
1173,Not long now until step 2 comes into play! Hooray! But please do remember to #sociladistance #wearamask… https://t.co/y3CfVTc5m9,1
1174,"Senses affected by #COVID. Any questions? 

Stay indoors 🏠 , Stay Safe 👍

#COVIDVaxChat #COVIDSecondWave… https://t.co/U06srw9CtA",1
1175,@RohitvNiranjan Be careful macha. Take care. #StaySafe #WearAMask,1
1176,"Morn, your voice matters. Make it heard. 
#COVID19Pandemic is NOT over PLEASE #GetVaccinated #SaveLives… https://t.co/fReXvYm6YD",1
1177,"Fibrsol's - Unarmoured Fiber Optic Cable.
""STOCK AVAILABLE-Order Now""
For Price Contact at: info@fibrsol.com
For mo… https://t.co/hwzPuh9W71",1
1178,"@LeChatNoire4 Blocked. Have a great day

#SocialDistancing #SelfIsolation #StayHome #WearAMask x2 #WashYourHands… https://t.co/mCMPL3lRlQ",1
1179,@chyld3music - Zone #music #np #classic #wearamask #EndSARS,1
1180,"SILVER BROWN by X. Jupiter Hart - Chapter Sixteen, Page 2 of 9. Read more at https://t.co/jP6PNqP2VB #scifi… https://t.co/BdiABZgXH5",1
1181,"COVID-19 is still here. Play your part in saving lives by washing your hands, wearing a mask and social distancing.… https://t.co/2k1ATHNocr",1
1182,"@varindersingh24 You better, if you're coming into my place of employment. 

I will offer you a mask.

If you decli… https://t.co/SYxhxaOiwj",1
1183,"Lockdown again 
12” x 12” 
Watercolor on paper

#watercolour #sketching #workonpaper #lockdown #wearamask #covid_19… https://t.co/SuuwYHWUFR",1
1184,That's right! And just to make sure this #ThrowbackThursday has a fun element along with serious advice to… https://t.co/tCOaIEljQs,1
1185,"@MonicaGandhi9 No, ma’am! Not at all! You are wrong and spreading MISINFORMATION.
Please, at least take a look at w… https://t.co/VNvN4GZaNN",1
1186,"Today's USA hoax related death total comes in at 572,849.
As I always say, thank goodness this is just a hoax and n… https://t.co/LzWDPQ9aHB",1
1187,"US Rep Brian Babin, Sen John Cornyn and Sen Ted Cruz voted against you receiving $1,400 and the reopening of Americ… https://t.co/u6CL7aKNtp",1
1188,The No1 Face Mask In The World For Protection Against Covid and Flu Now Available With 20% Off At… https://t.co/DTetl6snj8,1
1189,"Even with so many people getting vaccinated, we need to still be vigilant, social distance, &amp; wear a mask. 2,988 Co… https://t.co/znii7KbmvE",1
1190,"Day 437 since #COVID19 Outbreak in 🇩🇪 - Day 103 since start of Vaccinations.

Cases: 2.940.271 | +29.367
Recovered:… https://t.co/Ykwi6x0A3F",1
1191,"As #COVID19 vaccines are rolling out &amp; immunity is building, it is important to continue to

1⃣ #WearAMask  
2⃣… https://t.co/wjX91NaWfh",1
1192,@davenewworld_2 This story is downright hair-raising. #WearAMask,1
1193,"People need to understand that 2021 is not a COVID-proof year. You still have to wear a mask, stay at home, follow… https://t.co/9mKKxxSKOz",1
1194,"Wearing a face mask the right way can help slow the spread of #COVID19. 

#WearAMask to protect yourself &amp; your lov… https://t.co/bM6KIR9mcr",1
1195,Brighter days are coming. Today we will pass the important milestone of one million #COVID19 vaccines administered… https://t.co/XDZBSwDR0o,1
1196,"McConnell to corporations: ""open your wallets and shut your mouths"".
Cotton to everybody: ""peasants and undesirable… https://t.co/n37h09YVjf",1
1197,@varindersingh24 100% there is a chance even after you’re fully vaccinated. Maybe next spring I’ll feel comfortable… https://t.co/O1DDiQj3th,1
1198,"U2 - All I Want Is You (Official Music Video) https://t.co/fUVTgUOVkH via @YouTube
Good morning everyone have a won… https://t.co/hZd0Q9X0qC",1
1199,Could this be a thing? And if so what are they made of? #wearamask😷 #supportlocalbusinesses❤️ #getvaccinated💉💉💉😷😷😷🙏… https://t.co/b87hIDt5nB,1
1200,"If anyone want to make jokes to cheer up people! Please do there are many topics to joke about. Not on COVID19 , Lo… https://t.co/Sp971Hb947",1
1201,"Daily Update 04/08: 

According to the Johns Hopkins University, 75,038 new cases and 2,570 fatalities were reporte… https://t.co/s8dlMzLbCD",1
1202,"My one rule of thumb in life is not to take advice from Beelzebub. So far, so good. #WearAMask https://t.co/Z3Hs8YnNL0",1
1203,@CNN 🤡 + 👹=Nothing Good #WearAMask,1
1204,"Now that the heat is turned up on Matt Gaetz, who's gonna be the first to turn on him Collins, Katko, Kinzinger, Mu… https://t.co/HUWchAql2q",1
1205,"Commute with confidence

Respro® Techno Plus™ Mask
Design: Speed 🚴‍♀️

#respro #resprouk #resprotechnoplus… https://t.co/1yBAfj8whx",1
1206,Listening to a doctore on FB live right now where he just said 100 out of 100 xrays done yesterday were suspicious… https://t.co/so2eyJIHVR,1
1207,"@varindersingh24 Yes, I did after I got my 2nd #COVID19vaccine. #WearAMask",1
1208,"The Acting Mayor @Loyiso_Masuku , Minister of Health @DrZweliMkhize , Premier of Gauteng @David_Makhura doing a wal… https://t.co/Iet1lNFgtw",1
1209,"Worse than not getting vaccine, getting #COVID19. I just spent 10 days in an ICU hospital fighting for my life &amp; as… https://t.co/zbUA4LE9yg",1
1210,Listen to this especially if you think you’re young and healthy &amp; if you get #Covid19 « it won’t be so bad » 20-30%… https://t.co/57FvDfNkZR,1
1211,"If you’re in India and born before 1/1/1977
Go get the prick
Don’t be one 
#GetVaccinated #WearAMask… https://t.co/VoWR8j86Kg",1
1212,"PUNE POLICE (@PuneCityPolice) Tweeted:
‘It’s feels so hot, can’t wear this mask’ - If you have used these words rec… https://t.co/JYshPZ2hjR",1
1213,@firozeshakir Great 🤗 #WearAMask,1
1214,"Wearing a face mask the right way can help slow the spread of #COVID19. 

#WearAMask to protect yourself &amp; your lov… https://t.co/jV0HI78Qei",1
1215,"Check out these and other great items in our online store 😏
Smart Key Touch Free Tool
Shop at:… https://t.co/bR8gMzfD07",1
1216,"🌞Good morning, Lovelies☕ Hope everyone has a safe &amp; productive day😊✌💙
#WearAMask 
#WashYourHands 
#SocialDistance 6… https://t.co/S0G4NDnEb5",1
1217,"India posted 1,26,789 fresh Covid cases, setting another grim one-day record as the county battles the second wave… https://t.co/PbBPl9wmqM",1
1218,"Fate whispers to the warrior” you cannot withstand the storm, the warrior whispers back’ I am the storm. 

On route… https://t.co/plrcPjH7nD",1
