,tweet,attitude
421,"JOIN US THURSDAY @BOEING LOCATION 4, 9:30-12PM. THEN @BELLEVUEDOTCOM SPRING DISTRICT 4-7PM. ONLY A FEW SPECIALS LEF… https://t.co/kxJdxYzh2b",1
422,"My daughter &amp; I got our 2nd Pfizer shot @JacksonHealth this morning! Grateful, happy, enormously relieved. Can’t qu… https://t.co/Qe9FA3v7bC",1
423,Easiest shot I've ever gotten! #vaccinated halway there! https://t.co/TpO5npHE1A,1
424,"Huge thank you to @UHD_NHS for their super well organised vaccination clinic this afternoon, also to the scientists… https://t.co/mc64XIxMnT",1
425,I AM FULLY VACCINATED KIDS 😭✨❤️🤟 #vaccinated https://t.co/qEDPNWVaqa,1
426,"The best vaccine is the one that is inside of you!❤️
#vaccinated 
#VaccinesSaveLives https://t.co/dpoFrYA3df",1
427,"Dress up for my Covid vaccine?  Oh yeah, I got just the thing.  #Vikings @RandyMoss #skol. @Vikings #vaccinated https://t.co/vDyVMSsnoD",1
428,@toritalkstwitch Beautiful! Happy for y’all #vaccinated,1
429,Just got #vaccinated suck my nuts,1
430,Second dose of #vaccine is done a week earlier than planned. Thanks a million @NHSuk @GSTTnhs and every single pers… https://t.co/xKCUNWM2Fb,1
431,TODAY Steven Hotze @HotzeHealth joins @BMartinezLive to discuss vaccines #vaccinated   #vaccineappointments… https://t.co/yZHlANDg9U,1
432,"A beautiful day to be on line for my second jab!
#vaccinated #Pfizer https://t.co/oyKZ5N822B",1
433,Two and done. #COVID19 #vaccinated https://t.co/0T7CSv5fWq,1
434,First shot of Moderna down. #vaccinated,1
435,First dose  ✅ second dose  ✅ #vaccinated,1
436,"SHOT through the arm and you're to blame, wear a damn mask and stay away ... you give health a challenging day! ..… https://t.co/n076bVG7Cw",1
437,Got my second shot! Let’s all get this done so we can finally hang out again! #vaccinated,1
438,@trumpforprison7 You'll feel the same after the 2nd dose.  #vaccinated,1
439,"The more the better
I’d say on people and crowds
But that was before. 

Before the world changed
I thrived in toget… https://t.co/2lBsnLVm2T",1
440,Back at it this morning! Free t-shirts and free Starbucks to the first 200 customers ☕️ Come get #vaccinated!… https://t.co/PcCS8aRtyx,1
441,"Best #excuse ever 
#vaccinated https://t.co/NdZkro0dqY",1
442,Glad my parents got #vaccinated😁,1
443,".@GovRonDeSantis @RonDeSantisFL is again acting like a #communist dictator,  rather than a free market economy.… https://t.co/53Ma1w5LUY",1
444,"It’s devastating that teachers &amp; school staff are not top of the vaccination list!! 🤬😡😤

As a social worker, I was… https://t.co/c6BDr04uGS",1
445,Feeling immensely grateful to have received my second dose of the vaccine at @uhbtrust today 🎉 And just like my fir… https://t.co/PDVCRgAxq4,1
446,"Day after my vaccination. I feel a little dead, and super grateful that @DoorDash exists. There's no way I'm gettin… https://t.co/ZAIKj2aif9",1
447,Tell me why my arm feels like it weighs 80 pounds #vaccinated,1
448,Get your vaxx y’all! Dose 2 done! #vaccinated #vaccines https://t.co/ru2oCP64kJ,1
449,"#vaccinated #igottheshot #nyc 

Apparently it was one dose Johnson and Johnson and I don’t have to come back https://t.co/PC8OXAyyhk",1
450,"WOOOOHOOO PARTY TIME EXCELLENT! (Actually, I’m 36 so not so much “party time” as I just want to go to a concert (wi… https://t.co/1FEm7fdo8S",1
451,Thanks @kroger @CintasCenter @XavierU @OHNationalGuard @WhiteHouse @POTUS for running an extremely efficient Covid-… https://t.co/iSndAprSns,1
452,All kind people get vaccinated against #COVID19 #VaccinesSaveLives #vaccines #vaccinated,1
453,Finally got my first dose 😁 #vaccinated https://t.co/z2nMQUoOy5,1
454,That’s the 2nd jab in the books! Full shields are now up!! Let’s get it done for everyone else! #vaccinated https://t.co/7Ajr0ULoS8,1
455,"If this doesn’t convince you to get the COVID vaccine, I don’t know what will.... #vaccinated #SleeveUp https://t.co/nd4Xs2zAIz",1
456,"To this list I add:
4. Pass #Infrastructurebill 
5. Increase investment for #science, #technology &amp; #Innovation 
6.… https://t.co/1Fwv6StDsC",1
457,"My hubby @earlcox and I got second jabs of the Pfizer vaccine today! Quick, easy and painless. 💉 

I encourage ever… https://t.co/U3sPOAHKxp",1
458,One and done from J&amp;J! #vaccinated https://t.co/WmVPBSpDQ5,1
459,"My almost 73 year old dad finally got #vaccinated today. 

I'm am soooo happy. Tears of joy in my eyes 🥲 https://t.co/RCzKiCAMQk",1
460,THANK YOU @HudCoNJOEM @JanssenUS @JNJInnovation @JoeBiden and especially all the scientists round the world who wor… https://t.co/m38dWCOF5X,1
461,Walk-in COVID-19 vaccinations are welcome for ON campus student residents at Somers Lounge from 9-3 today!… https://t.co/GvVdSsSDYn,1
462,Got my new SIM card installed today! #vaccinated https://t.co/jNR0lqvwu3,1
463,Get your children #vaccinated Learn about these vaccine-preventable diseases here: https://t.co/Kg2oXXw7WH… https://t.co/xIe8t7Fc4T,1
464,"More #colleges - including Brown, Rutgers, and Northeastern - require students to get #vaccinated to return to camp… https://t.co/Znxwhtk5mh",1
465,"Translated:
#Vaccinated twice - and still Corona..⁉️
Fully vaccinated against Covid-19, but still infected with the… https://t.co/kZxAaPYOPL",1
466,2nd shot in! Praying for no symptoms 🙏 #vaccinated,1
467,"#Vaccinated and feeling safe.

Our Chief of Communication, Advocacy and Partnership, Zafrin Chowdhury got her first… https://t.co/yObO48WSPB",1
468,"Still feels a little strange, meeting with clients today in person #vaccinated #j&amp;j #ultimatepartnerships https://t.co/wTAlDA8Mzv",1
469,@FinnHarpsFC @PressRecordVid Brilliant- just wish I could be there😢 #vaccinated,1
470,"NC has opened up the vaccine eligibility, so I’m sharing the link to the vaccine spotter again. I hope it helps eve… https://t.co/W93ReQMeLD",1
471,"It seems that the vaccine will only be effective after posting it on social media!!🤪😅

#covidvacccine #vaccinated https://t.co/BWWSHnRYBO",1
472,"1 down, 1 to go #vaccinated",1
473,Go get #vaccinated! https://t.co/YjIQ0Zatt6,1
474,Maybe this will help with vaccine hesitant family and/or friends! #vaccinated https://t.co/Yodyv2U2r4,1
475,Got my first dose of Pfizer last night at a Walgreens 3 blocks from where my mom’s mom was born in 1918 at the outs… https://t.co/sEPbzP9X4Q,1
476,"My #Mother, happy to get #vaccinated today, waiting as per #Doctor's instructions for half an hour, #feeling so… https://t.co/W9DiimUxZM",1
477,"2nd dose achieved! 2 weeks to full vaccine power. Suck it, science deniers. #modernavaccine #vaccinated",1
478,Got my vaccine today! Spent more time waiting afterwards then it took to get it! #vaccinated,1
479,#vaccinated &amp; loving #cyborglife,1
480,Got my 1st dose of the vaccine today! Let's do this. #COVID19 #vaccinated #Moderna,1
481,"Mehedi Hasan, 22, shared this photo of his parents after they just got #vaccinated 💉

""They were a bit apprehensive… https://t.co/vfiLyVJuzV",1
482,#woohoo Coach P and myself meet again #vaccinated @scobb_baseball https://t.co/qlGKHuttWN,1
483,"Okay we've seen many viewpoints on getting or not getting #vaccinated 

Thoughts?

#VaccinePassport #vaccinerollout… https://t.co/mM88f6nMq2",1
484,portrait of a triple-masked extremely happy immunocompromised boy who just got his first Moderna shot #vaccinated https://t.co/UoTf4kS8U7,1
485,The reason we don't do #studies to compare groups of #vaccinated vs. #unvaccinated #children is a very simple reaso… https://t.co/PrL4PTbpoo,1
486,"Got my first shot! 

#COVID19 #vaccinated https://t.co/PDkR7rQe84",1
487,"Half of my body is so tense it feels like a rock. Didn't sleep. Headache and dizziness. 

Am I hungover or did I ge… https://t.co/dxW5ngQq6O",1
488,"If you #workout, I highly recommend getting #vaccinated. I got my second shot at 9:30 yesterday morning and at 6:00… https://t.co/rKnfiNw0p3",1
489,"My entire body hurts. 
Feels like I slept on a marble slab all night.

#COVID19 #vaccinated… https://t.co/mXRgZQo71I",1
490,@AynRandPaulRyan Literally am in the post-second dose waiting area!! This girl is finally FULLY #vaccinated 🙌🏼🥰🥰🥰🥰… https://t.co/faMH6xKa35,1
491,I'm a J&amp;J gurl. #vaccinated,1
492,Guess who got her SECOND #vaccine?! This girl!! #Pfizer #COVID19 #CovidVAX #vaccinated #VaccinesSaveLives… https://t.co/m6GLPgmI7G,1
493,"Very comforting to hear from Pharmacist Suhrab Sayfi about why it is important for all of us, especially our older… https://t.co/FrUk6t0BpM",1
494,And done. #vaccinated #ScienceRules https://t.co/dZdT8yfi4f,1
495,I’m so grateful my sons are pro-vaccine but then I didn’t raise any fools. #vaccinated #CovidVaccines… https://t.co/BhUAYKBBU2,1
496,I’m so relieved and grateful! I can go to the store with my mask on and not feel like I’m risking death! Thank you… https://t.co/GIb6AohNPD,1
497,So inspiring. Go get #vaccinated people.   https://t.co/iLjHx8KLA9,1
498,Protecting myself and my neighbors with the J&amp;J COVID-19 vaccine. My only regret is that I can’t post this on Usene… https://t.co/kgx93daqHV,1
499,It was a good day #vaccinated #NotThrowingAwayMyShot https://t.co/3f0nrTsH6C,1
500,"being vaccinated does NOT mean that you can gather a dream team
to fight a burned up pedophile
and gain powers all… https://t.co/Ccv3bh5GIt",1
501,First shot down! I get my second shot on the 29th. #vaccinated https://t.co/XRwjJe0FMf,1
502,"1st dose

#done #vaccinated #vaccination #COVID19 #Pharmacist https://t.co/CUIaTwFylP",1
503,"Someone did ALL the work while in quarantine!  Even with her di2 behaving badly, she locked in a podium spot in a t… https://t.co/lbHn4sQ5kc",1
504,Finally! Fully vaccinated and so happy to be ⁦@Fly_Nashville⁩ heading out to see family. Lots of exciting things ha… https://t.co/sREJIsoNUl,1
505,Major shoutout to science! #Vaccinated #Pfizer https://t.co/UYV417qfgI,1
506,First dose done! #vaccinated https://t.co/k6tGzzk8ZU,1
507,"@Angry_Staffer You mean, you don’t already communicate telepathically? I get Pfizer #2 in a few weeks. Can’t wait!… https://t.co/fi0JfEBIYI",1
508,"“The best vaccine is the vaccine in your arm.”
-Good to go home knowing your mama is #vaccinated #sanaall https://t.co/CCiGLnolsV",1
509,"Day 1 of covid dose (2) Pfizer - sore arm, that’s it #vaccinated",1
510,I had a typo in my last tweet and couldn't stand it. 🤦‍♀️ Do-over. #COVID19 #vaccinated https://t.co/kVTvIMzu4I,1
511,@PChidambaram_IN Gujarat got 1 crore #vaccine for 17000 active cases while MH has 5 lakh active cases yet got same… https://t.co/XeCZrM3qnm,1
512,"One down, one more to go 🤓#thankyouscience #COVID19 #PfizerCovidVaccine #PfizerBiontech #vaccinated https://t.co/wY1ucUh94E",1
513,"Ok...my 2nd shot of #Pfizer is in the books. Waiting on the ""special effects"" to take place. Hopefully, I won't hav… https://t.co/lnviZPwNUL",1
514,Big day today! Getting vaccinated in about an hour and then this afternoon hopefully gonna be watching SCSU advance… https://t.co/9LRPiHQTLd,1
515,"Like #linmanuelmiranda, I am not throwing away my shot!

#vaccinated
#publichealth
#COVID19 
#maskup https://t.co/0brqmgAJKi",1
516,"Universal healthcare is fantastic!

#vaccinated #vaccinerollout 
#healthcare #MedicareForAll #",1
517,Just got my #2nd #CovidVaccine 😊👍 now me and my whole #Family are #vaccinated yes 🤩👍 https://t.co/0Jmm9zr2D3,1
518,"NEWS! My “Defeat Covid” poster was selected by the jury at @amplifierart, and is now available to download &amp; print.… https://t.co/4Xi0WFlYUK",1
519,What is Really Going on?  Might be time to start asking some questions. #Vaccinated #maskupmn #maskup ⁦@kare11⁩ ⁦… https://t.co/Lb0Rrxbtkz,1
520,I just made my Covid vaccine appointment yay #vaccinated I’m getting the #PfizerVaccine but it doesn’t matter which… https://t.co/BYx6s5De3n,1
521,The weight I’ve been carrying. I cried tears of joy. This is the beginning of the end of this season of fear. I am… https://t.co/euFQ4apHM4,1
522,Woo to the hoo. #Vaccinated (1/2 from #Pfizer). Go out there and take your shot! #partytime @ SUNY Oneonta https://t.co/OK1QRN6gsz,1
523,"#vaccinated
Now I can stay home jobless and paint my condo.  I can touch stuff again without being horrified.  Like… https://t.co/pILM4wfiOL",1
524,One and done! 💉 #JohnsonAndJohnsonVaccine #vaccinated https://t.co/2N0QgfjAwJ,1
525,Here’s a great summary of #coronavirus #vaccinerollout by city &amp; Province &amp; hyperlinks to sign up for notifications… https://t.co/0RwmjJ7Tvv,1
526,"All vaxxed up and ready to party! 🎉 

#Vaccinated #iGotTheShot #ShotForSam @SamAdamsBeer #VaccinesSaveLives… https://t.co/rQIHnz0hsK",1
527,Second Pfizer in my arm #PfizerGang #vaccinated #dontlaminateyourcard,1
528,"Got the vaccine last night… That sucker stung like a bee! 🐝 

#COVID19 #vaccinated",1
529,"Ok...my 2nd shot of @pfizer is in the books. Waiting on the ""special effects"" to take place. Hopefully, I won't hav… https://t.co/Q5N3jvPWxo",1
530,"Because we are not safe until everyone is safe.
Thank you #Jordan for including refugees in the national vaccinatio… https://t.co/UwSJQ4gb2s",1
531,My best #Selfie during pandemic times 💫 #grateful 🇵🇦👩🏻‍🏫 #vaccinated https://t.co/5OORyHZNYo,1
532,#shotsforsam I love beer! #vaccinated https://t.co/49har7Q5IQ,1
533,Maybe restaurants should now start having vaccinated and non-vaccinated sections.  I don’t want to breathe your ger… https://t.co/qfj0OlN727,1
534,"Saying I feel like “shit” would be too nice a feeling at this point. What is this second dose, Y’all? #vaccinated #vaxxed #LongCovid",1
535,#MaxVax #UTHealth #UTPhysicians #vaccinated @ University of Texas Physicans https://t.co/jPh5QfZfwb,1
536,"Hell yes, I'm #COVID #vaccinated. I just ate .@Doritos &amp; hot dogs. Clearly I'm unconcerned about mystery ingredients. 
#PicnicSeason",1
537,Second dose of COVID vaccine in the arm.  🤞 Side effects are not too bad.  #vaccinated,1
538,"Eligible for free donut today.
#krispykreme #COVID19 #vaccinated",1
539,On Tuesday I shook hands with someone for the first time in a year. He initiated it. I hesitated briefly. I'm vacci… https://t.co/xAn9yjtWML,1
540,"Part two of my vaccine today. Hope I’m not feeling too crummy afterwards. 

Schedule your vaccine appointment at th… https://t.co/fdHgQ5nOcj",1
541,"If you care about a teacher, PLEASE get vaccinated &amp; get your children vaccinated when it's their turn. ❤️

I’m onl… https://t.co/z6kPuQlES6",1
542,Ok. I feel pretty fucking invincible now #GetVaccinated #vaccinated https://t.co/mXfvbPHjnU,1
543,"246 Fully Vaccinated People in Michigan Test Positive for COVID-19; - (3 Dead)
https://t.co/XUSg1iXZxS
#CCPVirus… https://t.co/gl8Zl4T4xB",1
544,Second COVID shot done! #vaccinated,1
545,"If you’re in LA an want to get #vaccinated register below 

https://t.co/s3ADBj79uf https://t.co/uyBu1doRQJ",1
546,"about 2 days after the vaccine and I’m feeling better! no more aches, chills or fever symptoms. my arm is still a l… https://t.co/1R7PPKHpGI",1
547,"Jabbed. 🤪😭🤩

#vaccinated #PfizerVaccine",1
548,@WTHRcom 🙋‍♀️this was me for the last 48 hours. Got 2nd Moderna Tuesday am and felt like I was hit by a bus. Woke u… https://t.co/E0qD71UUvh,1
549,I’m happily #vaccinated &amp; continue to mask/distance/wash. Schedule your #CovidVaccines today! https://t.co/P8CIW2ZMMr,1
550,"#VaccinesForAll of us! Because no one is safe until we're all safe, and this is our best shot for brighter times ah… https://t.co/2z4KBgM3eL",1
551,246 Fully Vaccinated People in Michigan Test Positive for COVID-19; 3 Dead https://t.co/1k0WP5Zewv via @news_ntd… https://t.co/NdRZUDYO5c,1
552,It is absolutely no coincidence that my first vaccine was on @311 day and my second is on #RexManningDay. The vacci… https://t.co/vtlyk7VpcD,1
553,"“Two of those people were transported to a hospital for additional monitoring, while the nine others...”

CO clinic… https://t.co/y5UI6bmyjo",1
554,The microchip was smaller than I thought. #vaccinated,1
555,"Our ability to defeat COVID rests in our hands (or more specifically, our arms). Do your part and get a poke!… https://t.co/Ou8lUnnxcV",1
556,Doing my part #vaccination #vaccinated #teampfizer #EndCOVIDforAll #COVID19Vaccine https://t.co/XxS9Jeev5l,1
557,"As more of us become fully #vaccinated against #COVID19, CDC guidance says fully vaccinated people can start to do… https://t.co/OLye79Gmgg",1
558,I don’t who is responsible for the efficient process of getting vaccinated in Florida but yesterday was easy and or… https://t.co/CEpNSSY8M4,1
559,I have 2 johnsons inside of me right now #vaccinated,1
560,Good news everyone! I'm #vaccinated https://t.co/fUeX6CKdwm,1
561,"We're Drop Tops!  Selling limited edition, frozen in time pop-culture.  
Get your Covid Vaccination yet?  Let every… https://t.co/7vzl3IADHI",1
562,"@BWildeMTL Baby steps, Brian.. baby steps! But congratulations- you are well on your way! Hopefully others will do… https://t.co/CeUk7XelY9",1
563,Excited to be a member of the cool kids club.  Fore up the @Delta app - she’s ready to travel.  #vaccinated https://t.co/36mRM9hyzp,1
564,"First time I have seen my bro and sister together in person in a long, long time. #vaccinated https://t.co/t3QdOO8LO1",1
565,"@patrickbrownont @JohnTory @BonnieCrombie @CP24 
We still see the #negativity and #fatalism in #DougFord and his… https://t.co/GVxAaeMVf1",1
566,Vaccine update: feels kind of like I’ve got COVID again. Body aches and headaches and some of that head fog. Not th… https://t.co/KKeCzUxbpP,1
567,"#vaccinated doesn't mean that one can violate #covid19guidelines 

For the next few years, we will have to wear… https://t.co/McD47ai7ET",1
568,Pfuck yeah! I'm pfully Pfizered! #vaccinated #GetVaccinated #PfizerGang,1
569,"QUICK LOOK at vaccine locations with available appointments! 

Also, visit https://t.co/pXFiTmV0ts for full listing… https://t.co/Bo7Bf1pzBd",1
570,Your girl got jabbed #Vaccinated https://t.co/WcGv8lsXFq,1
571,For anyone curious - got my 2nd Pfizer dose about 40 hours ago and have had no side effects. My arm was more sore a… https://t.co/H8B1QQe4Gw,1
572,2nd shot complete 💉💉✅✅ #Vaccinated #CICHealth #Vaccine #Pfizer #Boston #ShotForSam #ThisIsOurShot @ Reggie Lewis Tr… https://t.co/G5KFqHI8v1,1
573,Fully vaccinated as of this afternoon! 💉  Shout-out and big thank you to Margaret &amp; the team @QEGateshead for being… https://t.co/XMatOmBety,1
574,"Lil' Vaxy is back... and this time in black!

Due to (somewhat 😅) popular demand.
https://t.co/7Wy3cPXdos… https://t.co/FSaCxebkoE",1
575,"Got #Vaccinated today....
#Covishield #COVID19Vaccination 
#VaccinesSaveLives https://t.co/r8gKaLbUhS",1
576,"This guy just got his 2nd #pfizer #vaccine ! Fully vaccinated now! So much pressure off the shoulder, and in a few… https://t.co/tkbkSpBFVY",1
577,Clearly the #cdc designer of the #Covid19 vaccine cards took advice from Dwight for the size...… https://t.co/DXmm8bjDJU,1
578,"Even though I will be fully #vaccinated, I will continue to wear a mask and social distance. 

Just ordered (afford… https://t.co/gMiUtS8fOd",1
579,Today is the day I get my #COVID19Vaccine and I can hardly wait! #vaccine #vaccinated,1
580,"*SALE*
Educated Motivated Fully Vaccinated T-Shirt
BUY HERE👉https://t.co/Yn7rB7IXGB
#vaccinated #vaccination https://t.co/T8Dt1ui2Xe",1
581,"May god bring health and wellness to all humanity and to an end forever for this virus

#vaccinated https://t.co/DARZkbraZp",1
582,Just got my first dose of the Pfizer vaccine! It feels like a very special moment😂🙌🏼 #mRNA #autoimmunedisease… https://t.co/lsiV33Pyso,1
583,Literally the most dedicated team working against what looks to be insurmountable odds to get our communities vacci… https://t.co/vR81Wv8bJe,1
584,Antibodies that were elicited by the #coronavirus mRNA-1273 #modernavaccine persisted for 6 months after the second… https://t.co/uEsH5xQHlk,1
585,"*SALE*
Educated Motivated Fully Vaccinated T-Shirt
BUY HERE👉https://t.co/PhajqleWRr
#vaccinated #vaccination https://t.co/f0wG7wjgFP",1
586,"I was previously led2believe huge majority of those #vaccinated would not die, yet SAGE seem 2Bsaying otherwise. 
I… https://t.co/WcClVqACAB",1
587,My neighbor survived three weeks ICU on vent. All her hair is falling out &amp; docs are now diagnosing long term issue… https://t.co/P88EzXjIkC,1
588,Two days post-vax (moderna dose 1) and my arm is 99% back to normal. It hurts a little bit if I put pressure on the… https://t.co/SPifcPgwOR,1
589,"Hahaha! Those people posting being #vaccinated are ""funny""",1
590,"#Covid19 Updates 08/04/21 

Dadar Mahim hit TONs Dharavi 1 short

Free testing camps set up for residents (Details… https://t.co/FHKJHAp4Oi",1
591,"Jag done, Astra-Zeneca for me so far so good. #vaccines #vaccinated #covid19scotland",1
592,"How should we address #vaccinehesitancy? One possible way is to reward people for getting #vaccinated. For example,… https://t.co/kQptR2kJ8o",1
593,"Last night my brother told me he didn’t know if he was going to get the Covid vaccine, so I told him about this art… https://t.co/hMlBrRnGHR",1
594,Continue to wear a #mask 😷 even after you get #vaccinated 💉 https://t.co/jYNkokkBDn,1
595,"#vaccinated 🙌🏾
Second dose onboard and looking forward to that hurd immunity so I can give friends and family a squ… https://t.co/KRXt3uBbDN",1
596,"Kashopeoluran &amp; Adesemi Jarret, received their first shots of the #COVID19 vaccine at the Waterloo CHC.  

They are… https://t.co/B9Es2PkbtK",1
597,Stay vigilant. #COVID19 is still very very real because of these variants that ARE here. Get #vaccinated and keep u… https://t.co/07ZyOTYFXl,1
598,She said she’s noticed it seems to bypass the common flu-like side effects for a lot of people. Certainly worked for me. #vaccinated,1
599,"The last hard thing I have to do this week (and hopefully for the next week, too) is today, and I'm ready. Bring it on. #vaccinated",1
600,Second dose done! #teampfizer #vaccinated https://t.co/882uDQuXrc,1
601,Getting my first vaccine shot today at @Publix ...and probably ordering a sub #Moderna #vaccinated,1
602,"Thanks @NHSuk  and @AstraZeneca, received my second dose of the vaccine. Looking forward restrictions easing &amp; back… https://t.co/AAMKdbF7E0",1
603,It’s been a good week so far. #vaccinated https://t.co/RFTJrbkrK7,1
604,Yay my husband avoided a sore arm from the covid vaccine by doing some exercises I used when I got my mine.… https://t.co/CUb3uJdusw,1
605,Just completed my 5G firmware upgrade.. #vaccinated,1
606,"I got the J&amp;J vaccine yesterday and I honestly thought I was going to be good, but I woke up with a fever and body… https://t.co/VjPyPEoi5J",1
607,"Got my, Longing, Vaccine, today!No, rusted, side, seventeen, daybreak, effects, furnace, nine whatsoever! 100%, ben… https://t.co/UjhDXJkyr4",1
608,Second shot. Mask. Social distancing the best I can. Thanks all who do the same.  #vaccinated https://t.co/0uk96vBx0u,1
609,I get my 2nd vaccine dose today!  Soon I'll be fully #vaccinated,1
610,I think the Toronto Maple Leafs “Fourth Line”  were #vaccinated before Toronto’s #frontlineworkers,1
611,"Get a shot at @TheSchott? You know it! @OhioState #COVID19, your days are numbered. #vaccinated @OSUWexMed https://t.co/HdAbiAStbW",1
612,Today’s likely one of the happiest days I’ve had in a while. Grateful to be able to do my part. #vaccinated https://t.co/UkTZXuFOqW,1
613,Stay #Safe. Get #Vaccinated when it’s your turn. Stay socially distant. Wear your damn #Mask. You might be done wit… https://t.co/dC66qVoGM8,1
614,"My father  got vaccinated! 
@official_dgar #vaccinated",1
615,"“Thanks to vaccines, I know that I will not end up in the hospital with #COVID19 – leaving my family on their own.… https://t.co/HaEUM11Gka",1
616,"@Julius_Kim Few days after 1st Pfizer Shot...
Woke up (!) (hungry as usual!) 😎

#MaskUp #MasksSaveLives
#vaccine… https://t.co/gG5BJLPjnQ",1
617,Day two of vaccine.  Tired. Sleepy .Still sore arm . No chills and fever like other people who got it. I don't know… https://t.co/pGJPXZwxSv,1
618,"Day 2 of (~20 hrs after) #Moderna 2nd jab.
Was fatigued yesterday &amp; slept a lot but woke at 8am today (normally 6:3… https://t.co/nhKo5QhiR8",1
619,"COVID Vaccination Tuesday. (Thank you @LoudounFire) Felt pretty horrible Wednesday; bad headache, slight fever. Fee… https://t.co/VcR7UOZ8F6",1
620,"I woke up yesterday &amp; felt like myself.  No more fever, chills or aches.  It's a huge relief to know I'm… https://t.co/84fdxQPGW8",1
621,"Parents got vaccinated! 

#vaccinated 
#vaccine #vaccination",1
622,The mass vaccination site at @KentState is ready to roll! They’re hoping to vaccinate 5 thousand students before th… https://t.co/OpXpOf8Cko,1
623,my arm hurts SO BADLY and i am a bit fatigued. that is all. #vaccinated,1
624,"@wccoradio @morningtake @bloisolson @lakeshow73 @TMNwithDaveLee Happy to hear Henry at this time. Also, congrats… https://t.co/T4IDPJWytZ",1
625,"I Need actual HELP because my research is mixed. Can the #vaccine sterilize me?!?! Cus I DO want children, like, th… https://t.co/STMqKTG9GJ",1
626,Excited to share this item from my #etsy shop: Get Well Soon Box #thesickkit #vaccine #vaccinated #pfitzer… https://t.co/bHwZKoZG3w,1
627,World – Majority of #workers want to go back to the workplace and would get #vaccinated if required https://t.co/bas5W4tnv2,1
628,"I was able to avoid #CovidTesting for the entire year. Now, prior to giving birth I have to get one; fully… https://t.co/XYmgmwM1Gt",1
629,Second dose of Moderna complete. #vaccinated,1
630,Today is the day I get my second covid vaccine! #COVID19Vaccine #vaccination #vaccinated,1
631,"I’ll be talking to @ShelaghFogarty right now on @LBC 📻 about #AstraZeneca #vaccines 

#vaccinated",1
632,"“Thanks to vaccines, I know that I will not end up in the hospital with #COVID19 – leaving my family on their own.… https://t.co/LMFLuBKh10",1
633,"#Hope #USA The #CDC 25% of Americans Are Now Fully #Vaccinated, 40% Have Had Received One Dose #GdSpeed America… https://t.co/IRm7YrznUj",1
634,I did it! #vaccinated https://t.co/VcgT6yay5P,1
635,"@covidliveau forget the #bloodclotting, why is #australia even using #AstraZeneca ?

10% efficacy top #B1351 (alrea… https://t.co/LU2EZX7kj6",1
636,"@TwitterLA 
@jack 

#vaccinated
....👀
How about expanding the spectrum?

✌✌🏻✌🏼✌🏽✌🏾✌🏿",1
637,"#Hope #USA The #CDC 25% of Americans Are Now Fully #Vaccinated, 40% Have Had REceived One Dose #GdSpeed #Cheers… https://t.co/rts8TtcRiS",1
638,"""As a child, I was vaccinated and I will get immunized against #COVID19 when the vaccine becomes available to me.""… https://t.co/fxvUpXZrVn",1
639,"Just learned that @WillieGeist and I will be Moderna jab #2 twins on May 3. That's when mine is scheduled, too!
I c… https://t.co/HMGubWkjBe",1
640,".@MorningMika @Morning_Joe 
I too was a bit overwhelmed with #gratitude  when I received my first shot. I cried for… https://t.co/C9R7tX8FSM",1
641,"Moderna Dose 2 update:

Midnight: 12 hours passed and I felt fine. No side effects. My arm wasn’t sore like last ti… https://t.co/DXmUkLjk1u",1
642,Over3⃣0⃣0⃣0⃣of our #force has been #vaccinated against #COVID19. We first vaccinate #soldiers who serve on the… https://t.co/2r8JnmQ36Z,1
643,Hey y’all. I’m still alive and feeling like myself again. 🙂 #Vaccinated,1
644,@maddow He is all of us after we got #vaccinated,1
645,"Omg!  Stay out of #Canada!
The CDC Is Warning You to Avoid This One Place, Even If You're #Vaccinated #SmartNews… https://t.co/aSN6BHshyz",1
646,"For what it's worth, I had the AstraZenica vaccine on Monday, apart from some flu-like symptoms that night, all goo… https://t.co/040dh5w0oN",1
647,Let’s get #vaccinated 😎 https://t.co/iGGUoYOzH3,1
648,#Gogetit ! #vaccinated #vaccinate  be part of our little encouragement campaign #Gogetit to support efforts of govt… https://t.co/BO9zZkmr71,1
649,"Last year at this time I was 34 weeks pregnant with COVID scared &amp; uncertain.

Today I just got my 2nd dose of the… https://t.co/r0CjwAdMRa",1
650,Today I took my first dose of #AstraZeneca Covid19 vaccine..#COVID19 #vaccinated #COVID19Vaccine https://t.co/LCyxFY8D6N,1
651,That 2nd dose jacked me up 🤕 #vaccinated,1
652,"@BarackObama Thank you  for your leadership ,, #vaccinated",1
653,I’m (half) #vaccinated https://t.co/wZPzfEXV4K,1
654,My mom is fully vaxed- Moderna. Hubby and I have had our first dose of Pfizer! #vaccinated https://t.co/KIRYJExBPu,1
655,"Starting to wonder if the 40,000 #Australians stranded overseas will get #vaccinated before anyone else in Australi… https://t.co/QNbm48FRO3",1
656,"Is tbt a thing on Twitter? I dunno, but after getting #vaccinated and flying to FL to see my octo parents for the 1… https://t.co/uBo1h7seDJ",1
657,It’s the day after my second #moderna shot. #vaccinated https://t.co/0VX1KKLLB0,1
658,"Good morning my friends...  how's my Ontario peeps doing in the 1st day of #stayathomeorder ?

Stay safe everyone!… https://t.co/D47pKDC3AF",1
659,She was the dosist with the mostest #nurse #vaccinated,1
